nodeID,X_centroid,Y_centroid
120,741355.25140900793,3389970.88215398835
121,741133.39774079504,3389977.67227443121
123,741668.31228140381,3390132.06993881892
124,741914.56793732825,3389855.60019191168
125,741458.50905874756,3389933.00577052496
126,740883.21982840088,3389599.53374497127
128,741375.29093944409,3389855.01500717830
129,741746.04657502356,3390152.90746323299
130,741661.25458283606,3390126.32484197663
131,741661.32756053784,3390123.15784978913
132,741664.89583853271,3390100.22470363043
133,741659.69183869543,3390137.21279160213
134,741657.39486197021,3390132.40846014069
135,741659.91071076575,3390127.54540268611
136,741658.08765168372,3390130.67296616267
137,741658.20750438550,3390125.67274236726
138,741650.41746532300,3389976.91315984773
139,741657.76463329175,3390135.50182358455
140,741527.43553172925,3390298.59132146882
141,741659.18146271887,3390130.69748195074
142,741662.31181346753,3390137.10478989314
143,741615.25608836988,3390161.31389633846
144,741481.94855256262,3390262.80187241267
145,741663.46818553784,3390134.04563665437
146,741531.69674185303,3390265.00073512457
147,741690.70976268628,3390126.90226507233
148,741686.70392365637,3390149.74199692439
149,741707.22081004956,3390160.37471787166
150,741753.27089956787,3390161.99144760799
151,741667.76023876050,3390127.72165187262
152,741675.79722606519,3390129.73624944733
153,741661.57225047925,3390131.08479070710
154,741662.95260122803,3390127.94738022517
155,741381.79515086988,3389955.05071274471
156,741371.51868195715,3389935.55974594783
157,741511.98128775146,3389944.95983139705
158,741536.34198517981,3389969.51980861090
159,741461.01420604566,3389948.98741928767
160,741407.67084260168,3390028.67200994538
161,741463.67572541418,3389957.05152654694
162,741617.18345653394,3390152.68564113043
163,741540.29889435950,3390085.17430893611
164,741622.47030142334,3390150.71961736726
165,741681.96533723059,3390059.58432277106
166,741513.47038280347,3389986.26696030330
167,741521.71077993896,3389969.35871648835
168,741542.71818553784,3389918.13337469148
169,741520.89797476318,3389986.26663478278
170,741520.09080516675,3389973.74140691804
171,741653.74587515381,3389974.15300766658
172,741519.93992626050,3389961.06405909918
173,741513.59558625403,3389971.26124334382
174,741513.61135366943,3389960.92221339606
175,741524.97648631909,3389979.43747218512
176,741509.58512889722,3389954.74525213288
177,741504.11096711340,3389945.11711899471
178,741492.58417267981,3389942.85771958064
179,741523.29486603918,3389926.95332098054
180,741517.96631379309,3389930.91944646882
181,741515.35138459387,3389940.86634588288
182,741523.86255402747,3389930.88490057038
183,741519.49750275793,3389940.95930242585
184,741531.34686799231,3389968.15711736726
185,741538.58177196363,3389967.06853501033
186,741522.68011994543,3389934.94398260163
187,741498.77751170972,3389929.48886378668
188,741553.65208446363,3389859.26146713924
189,741532.39960236731,3389930.07559474371
190,741514.33702098706,3389849.29176092194
191,741527.58171092847,3389920.71241521882
192,741606.36353058997,3389894.87924464606
193,741532.82164012769,3389920.82986720465
194,741616.79681916418,3389877.26972723054
195,741536.61361197021,3389917.49622869538
196,741618.77018749097,3389926.00804917049
197,741562.17267365637,3389917.23526271246
198,741618.82231151441,3389923.67463445710
199,741543.19204214599,3389926.31517807674
200,741569.79297394934,3389918.15656805085
201,741529.41433218506,3389976.11850245856
202,741555.23472606519,3389914.99531316804
203,741539.36330679443,3389951.07689682674
204,741619.32802847412,3389891.41771713924
205,741575.89233918372,3389918.62692531012
206,741607.19676219800,3389906.40453354549
207,741573.34519969800,3389925.15687322663
208,741620.51526398840,3389916.04196437262
209,741599.45642609778,3389920.82244126033
210,741653.80320751050,3389971.56945053767
211,741582.01255809644,3389918.51388820074
212,741648.82343049231,3389989.96805079840
213,741672.77297476318,3389992.42316961335
214,741681.93388378003,3390071.42318995856
215,741533.95105500403,3389978.55482244538
216,741747.20282502356,3390159.93738063239
217,741622.51021841553,3389914.58588933991
218,741621.79150910559,3389907.89916245174
219,741645.00655630615,3389915.00652329158
220,741593.30495718506,3389921.85208400153
221,741616.84357209387,3389885.27515935944
222,741621.16140249756,3389897.29552475642
223,741619.51017772534,3389902.67825587653
224,741624.23975129309,3389896.44746160554
225,741631.97966014722,3389911.12944809627
226,741758.28510041418,3389928.13667058991
227,741593.61259471753,3389898.51234197663
228,741659.48183706787,3389892.31829086971
229,741632.92784129956,3389898.47655502986
230,741613.34375519934,3389856.01354233455
231,741741.64366161206,3389901.33143377351
232,741612.99467479566,3389861.92577377986
233,741654.12242137769,3389868.93472560309
234,741600.60815949622,3389878.74097967194
235,741615.64058950928,3389870.15664943121
236,741598.62899282959,3389869.60816717194
237,741753.53518179443,3389896.92896795319
238,741574.99164338293,3389891.17439031648
239,741666.90393586340,3389912.66269191168
240,741595.61389680090,3389819.51193507574
241,741619.72966014722,3389853.73861964606
242,741607.95815542724,3389843.21890529059
243,741612.42192088941,3389848.65530665778
244,741591.56681835034,3389814.91853094148
245,741692.59896353271,3389877.05164861726
246,741600.98399364331,3389823.38469711971
247,741612.26571157959,3389845.81696844148
248,741598.93693553784,3389826.92398341559
249,741569.71098338941,3389825.10161606502
250,741376.88332632568,3389598.98809067439
251,741638.87647004309,3389876.59750636481
252,741612.07328807691,3389825.21762355231
253,741534.17238882568,3389802.79251368903
254,741569.15415965894,3389791.31965398835
255,741599.30178335693,3389811.00631984137
256,741577.56600454834,3389805.68309799861
257,741587.24886587646,3389812.23709376715
258,741586.96261099365,3389796.13793198299
259,741587.76457225659,3389808.57992823981
260,741582.61857616284,3389795.12332423590
261,741608.17723094800,3389823.29587062262
262,741582.68620311597,3389801.46198797273
263,741595.50472525146,3389805.00094874762
264,741618.29801952222,3389801.42646551179
265,741574.01377879956,3389798.59939845465
266,741562.38806672278,3389790.83456691168
267,741576.60781363037,3389790.31936915778
268,741569.58140575269,3389781.65744288824
269,741547.67344676831,3389794.67361720465
270,741554.38206493238,3389807.41458400153
271,741527.79059357825,3389882.44524399471
272,741511.20723989990,3389804.36239894293
273,741641.25448111084,3389682.95673894929
274,741325.30263784912,3389532.54611476324
275,741517.92011017981,3389884.22529363679
276,741448.70730093506,3389863.99696111726
277,741517.33266714599,3389803.91590642976
278,741486.74188752356,3389813.90347560309
279,741431.88265493896,3389902.89259100007
280,741497.45123810950,3389793.88188950252
281,741511.41052766028,3389794.94504054449
282,741517.53595490637,3389794.49854803132
283,741392.38503531006,3389910.92941554449
284,741384.01534536865,3389865.38278468512
285,741386.77604686597,3389859.10769923590
286,741365.25789907959,3389932.25105047273
287,741383.91140249756,3389850.45535548590
288,741378.18687450269,3389862.33399725007
289,741340.36544302490,3389941.61583725642
290,741318.60876984778,3389938.62708807038
291,741323.77576203528,3389941.66116603278
292,741327.91160594800,3389931.99830389069
293,741335.60474152747,3389939.50817124080
294,741330.09406037512,3389932.04719305085
295,741343.61576854566,3389932.93372869538
296,741352.99646516028,3389943.64971176814
297,741342.01143911865,3389936.39971176814
298,741350.42934683349,3389892.47970851324
299,741352.16325389722,3389931.79092677496
300,741372.36751822021,3389947.16851059627
301,741347.99107372144,3389932.69811264705
302,741350.25720734778,3389909.73577133846
303,741353.57994090894,3389936.57545232819
304,741369.16962189856,3389933.08912420319
305,741356.93960073974,3389933.23196681403
306,741364.75781769934,3389934.90809392976
307,741367.46102407959,3389941.63905096101
308,741361.73159292724,3389933.67294581793
309,741360.26306672278,3389911.46074692439
310,741381.67019156006,3389951.12895981502
311,741366.08083609131,3389934.43741114996
312,741369.96647655347,3389936.60898097418
313,741367.36214712646,3389935.80024480866
314,741370.50287385168,3389942.37417872809
315,741374.77409374097,3389936.38315089606
316,741379.48311880615,3389911.64098374080
317,741375.08653270581,3389942.22671779059
318,741375.55577098706,3389911.38632472418
319,741372.00313833740,3389933.40272283601
320,741368.56571971753,3389911.47989161871
321,741375.08146678784,3389932.47108221101
322,741381.85799673584,3389931.95582342194
323,741376.13359081128,3389934.24569972418
324,741382.45695506909,3389934.55409002351
325,741380.75358592847,3389942.60387436580
326,741378.98277294019,3389933.47578191804
327,741383.40525829175,3389911.89562241267
328,741398.32778433349,3389937.32791407965
329,741385.33217886474,3389933.03413152741
330,741384.59768179443,3389936.60316228913
331,741387.08748892334,3389932.82323471736
332,741397.59863801184,3389931.39128891658
333,741389.04073599365,3389933.20071681403
334,741411.64638784912,3389938.20960760163
335,741389.42615266028,3389935.46068588924
336,741394.54622915771,3389940.57823960017
337,741386.60291047278,3389944.81928777741
338,741397.12972525146,3389942.30358139705
339,741388.93115754309,3389948.28988917731
340,741427.55227163818,3390037.95582342194
341,741393.52537547925,3389937.22034978913
342,741400.21328238037,3389940.95529445074
343,741408.79722606519,3389938.22924057674
344,741409.97963980224,3389934.58674383210
345,741403.48954784253,3389941.02869939851
346,741418.67163605872,3390025.24962631892
347,741402.78646353271,3389933.75882228278
348,741425.59017447021,3389930.35045639705
349,741452.86745718506,3389971.65121730231
350,741416.93844107178,3389936.32677475642
351,741394.68241893628,3389886.63359848689
352,741408.22994497803,3389905.78112045955
353,741414.20915233472,3389931.26278956793
354,741408.84497590247,3389878.44601710699
355,741417.46979279700,3389932.08619451569
356,741430.13733430090,3389932.20328029059
357,741420.27203889075,3389933.81652085017
358,741439.07949331787,3390011.11534897517
359,741416.72996532300,3389945.74435695074
360,741425.95994579175,3389933.52707179449
361,741422.94456493238,3389902.19194809627
362,741437.53365591553,3389933.11972316168
363,741452.17529816809,3389932.61398585699
364,741448.65940868238,3389933.45240545319
365,741441.92458609131,3389931.96754217194
366,741481.14077261474,3389936.43126694392
367,741451.34668488684,3389961.61148341559
368,741449.34696971753,3389932.13384262752
369,741444.84121206787,3389949.29233058356
370,741439.30503856519,3389903.05889145564
371,741476.45414745191,3389853.77922836971
372,741494.44446320715,3389889.03561671637
373,741465.43656932691,3389935.66248846101
374,741450.89903270581,3389941.50684881257
375,741000.26668814209,3390138.03731552791
376,741072.18422964599,3390409.04840866756
377,741126.46952831128,3390023.29361232184
378,741610.92190054443,3390199.23826360749
379,741085.70483918372,3390488.31247472810
380,740933.27297476318,3390115.52743800543
381,741042.30054230872,3390153.15227524471
382,740954.75897228101,3390102.41649643611
383,740967.23448192456,3390052.66720851324
384,741148.07105012122,3389947.06627670955
385,740988.78710440185,3390114.18367783260
386,740989.93404654053,3390043.58603175543
387,740993.76164256909,3390096.95174423885
388,740963.59927888098,3390020.23422511481
389,741070.62559520581,3390136.69262965582
390,740973.19421906653,3389982.17695379304
391,741067.36074331787,3390068.33090480231
392,740994.96070873120,3390023.77066310309
393,740993.45005809644,3390032.99199692439
394,740991.10181183997,3389972.15487941168
395,741032.71828726318,3390035.12108627986
396,740999.50408438232,3389927.56776189851
397,741034.28105174878,3390023.64965073299
398,741001.74413565185,3389905.27194484137
399,741079.15925609448,3390009.72812159918
400,740982.05516063550,3389916.42156235408
401,741051.25693268958,3389968.74744939851
402,741018.93230703857,3389938.34109767340
403,741054.23119619873,3389962.06031560944
404,740999.11851512769,3389935.81355047273
405,741094.64537059644,3389961.71357488679
406,740999.92217520264,3389830.77235174226
407,741019.31787629309,3389930.09530909918
408,740915.32893382886,3389765.67811346101
409,741020.58369457105,3389922.28598292731
410,741020.45887767652,3389908.60881821346
411,741060.61229971435,3389930.18503077887
412,741004.53665681067,3389858.80787420319
413,741049.46628327551,3389891.16399399471
414,740989.82207754639,3389862.56434392976
415,741049.00805166748,3389882.39877589606
416,740986.50439973059,3389844.89692449616
417,741083.55331940833,3389793.37025213288
418,741002.50536612060,3389852.09201320074
419,741067.06707266357,3389846.36530828523
420,740979.48900869873,3389797.12985499762
421,741073.76525381592,3389859.43922185944
422,740997.95864370849,3389820.97285223054
423,741042.05489614990,3389851.39224513434
424,740908.48566702392,3389700.48866033601
425,741141.65549225989,3389841.69693263434
426,740972.65039582434,3389770.71213038824
427,741037.28927114990,3389830.02381658601
428,740987.65656037512,3389773.71587387752
429,741341.51322948316,3389813.06810776424
430,740969.33257559326,3389762.96683009528
431,741334.01280223706,3389806.81336736726
432,740990.75561026123,3389781.78962469148
433,741034.88356029370,3389781.85914373444
434,740983.73470572021,3389753.78354152106
435,741017.87203482178,3389780.39480861090
436,741027.36429352942,3389639.36020167731
437,740913.06916820386,3389710.26321681403
438,740905.15235912183,3389683.40469630621
439,741006.14083364990,3389865.26403061580
440,741007.04703278723,3389873.62240870856
441,740995.44305939856,3389806.57508611726
442,740996.17217520264,3389813.01177231502
443,740951.98774730542,3389757.57602198981
444,740972.83631908277,3389879.61097478913
445,740932.35117097083,3389746.96449041413
446,740980.64843252685,3389941.73733790778
447,741006.39580801514,3389883.19664780330
448,740988.13929759839,3389888.62499252986
449,740954.42951976636,3389833.50723536871
450,740997.48796092847,3389950.95201889705
451,740984.27798981848,3390003.68714666413
452,740949.25928254309,3390055.35049708746
453,740915.03269969800,3389720.06259425543
454,740980.48066722730,3390017.02652247809
455,740948.39678966382,3389907.66444158601
456,740974.56330882886,3390037.57240057038
457,740930.46299246338,3389928.94243637752
458,740955.97350576904,3390038.90760564851
459,740909.09643057373,3389966.81971502351
460,740924.32121288159,3389979.58369207429
461,740941.75831106689,3390087.86785141658
462,740921.61771658447,3389992.78077459382
463,740951.68569957593,3390112.85385402106
464,740934.56624360266,3390009.82956202887
465,740946.08092255774,3390128.82121038483
466,740911.95377106848,3390121.30433416413
467,740915.18325816968,3390113.87220525788
468,740880.80097464111,3390098.76179266023
469,740926.82963064697,3390130.05837265681
470,740921.37079377356,3390139.69188706111
471,741476.68962108472,3390135.69527451228
472,741472.02777619543,3390139.09285752010
473,741526.03503937903,3390254.11783107184
474,741493.29523225012,3390116.05573797273
475,741515.44727082434,3390150.65520493221
476,741418.31201691809,3390041.08403794002
477,741488.98230500403,3390123.29682683991
478,741468.91508495191,3389996.02463038824
480,741493.40989696363,3390110.72199773835
481,741452.02720653394,3390086.53114080476
482,741491.39931753662,3390112.92817449616
483,741422.09241242590,3390116.12806463288
484,741490.43563345459,3390116.99218002986
485,741427.87413036206,3390111.17139959382
486,741491.70129914465,3390118.93840805721
487,741181.67577627685,3390064.80181137752
488,741074.63571686926,3390533.92389440583
489,741365.42588817456,3390198.07302109431
491,741642.41921499756,3390176.93162298249
492,741484.07082632568,3390459.46205918025
493,741523.39925650146,3390265.48159043025
494,741522.37319448974,3390262.37349716853
495,741526.98275259521,3390270.73167181062
496,741470.66701773193,3390229.94721746491
497,741522.58097850659,3390301.23411321687
498,741481.45367951575,3390265.45886500739
499,741511.88869741943,3390222.69961818121
500,741526.19108592847,3390267.46197780035
501,741525.25885529700,3390259.93696355866
502,741542.40216584387,3390157.01254542731
503,741524.67031363037,3390256.83873764705
504,741484.01805126050,3390149.53389755916
505,741530.37907420972,3390255.38252019929
506,741530.98309846106,3390267.48620875739
507,741528.23832713941,3390253.16669988679
508,741581.72115591553,3390255.28264633846
509,741528.06633006909,3390261.25076564215
510,741680.35409048584,3390179.78355169343
511,741530.50924185303,3390259.30435450934
512,741532.39473989990,3390263.18184677791
513,741531.12905386474,3390261.23580185603
514,741527.97249868896,3390265.66768662166
515,741557.33905549231,3390270.66189845465
516,741529.99337271240,3390272.38354762457
517,741557.84939077881,3390277.09377304744
518,741650.72764598706,3390137.42869329499
519,741532.21230581787,3390270.93237574957
520,741181.01385000732,3390455.34312200593
521,741717.50773631909,3390179.19931300543
522,741706.14709992590,3390209.04488388728
523,741555.96952831128,3390244.69955714606
524,741645.83677684644,3390131.64899969148
525,741508.66062938550,3390132.07588974666
526,741656.14974478271,3390148.55678574275
527,741470.16286734131,3390154.05951198004
528,741483.51304637769,3390133.34675359773
529,741050.96280427161,3390136.92001613043
530,741071.29819245520,3390448.30111964606
531,741317.46238719800,3389971.11990626715
532,741358.03534455481,3390157.05106878327
533,741123.91676341870,3390059.17351547908
534,741323.50751252356,3390119.42296616267
535,741119.76459260168,3390117.28051010799
536,741317.13175975659,3390140.37573512457
537,741212.77041128662,3390148.37869532965
538,741307.76135773840,3390139.24863958405
539,741294.65094514075,3390149.21100123785
540,741304.02134715894,3390150.33809677791
541,741295.14101675537,3390118.28756984137
542,741398.34082551184,3390113.76130437898
543,741378.14626577881,3390146.91183741949
544,741256.76573192456,3389959.83857488679
545,741375.60970572021,3390143.10282659577
546,741362.69902049878,3390027.99810044002
547,741391.35079458740,3390112.93804184627
548,741355.12632762769,3389976.46585353278
549,741436.37498485425,3390093.18460353278
550,741358.66813670972,3389983.96624008846
551,741312.83634960034,3390021.21172348689
552,741358.41795360425,3389995.05028549861
553,741328.47915152099,3389946.43582423590
554,741340.75051382568,3389965.22091945074
555,741242.94704702881,3389962.19735988043
556,741303.63371288159,3389944.62869532965
557,741186.20885733154,3389960.42699448299
558,741310.73411571363,3389879.41759506892
559,741312.94216421631,3389908.14981349371
560,741294.89889029053,3389933.92740138434
561,741200.74595653394,3389983.76573960017
562,741186.04714468506,3389976.93299627351
563,741227.87675487378,3390069.33790350007
564,741202.79753124097,3390028.67042303132
565,741230.15993765381,3389946.90290594148
566,741182.92174795654,3389989.37031316804
567,740985.71383169678,3390124.62103541754
568,741063.84387726965,3390137.12472804449
569,741185.10239167395,3389755.11925522517
570,741390.59436555090,3389834.84614324616
571,741365.89433299878,3389864.81019353913
572,741040.45071931067,3389844.93608872127
573,741394.03219107178,3389828.16912094783
574,741076.16208405676,3389801.37623357819
575,741356.27486685303,3389797.13964096736
576,741355.41744497803,3389659.70907863043
577,741489.19012971106,3389802.03476222418
578,741368.61589061597,3389684.76877101324
579,741156.15243032959,3389760.55828110408
580,741387.06724559644,3389534.67933416413
581,741356.68805451575,3389680.99962631892
582,741251.16370148840,3389428.57866684627
583,741254.09198517981,3389717.72480535554
584,741349.32129426184,3389795.89975245856
585,741320.82928986731,3389829.36475896882
586,741204.91349803784,3389944.00280014705
587,741183.02656566480,3389945.59768947028
588,741309.53068553784,3389894.39908107184
589,741276.36686717847,3389902.24478419684
590,741300.95164501050,3389916.71975978278
591,741234.64484162512,3389931.74470281648
592,741297.76904816809,3389922.06835190486
593,741546.92869579175,3389788.48707342194
594,741493.22093211988,3389496.03374497127
596,741743.43402619543,3389646.14232651424
597,741635.78392040113,3389781.22348292731
598,741810.37075308349,3389661.73509995174
599,741623.78800975659,3389800.04867823981
600,741800.38137320068,3389600.64303859137
601,741696.94401561597,3389810.19404363679
602,741861.22736115637,3389741.17144028377
603,741740.54494741943,3389881.87916326569
604,741877.03538524488,3389766.20718654059
605,741745.70079051831,3389934.94160223054
606,741954.16046662512,3389775.19245672273
607,741760.94647736731,3389946.28995021246
608,741904.69769807043,3389837.95207993221
609,741838.72923290113,3389857.31672430085
610,741914.26056428137,3389859.51219956111
611,741848.59947215894,3389874.96483627986
612,741755.51573192456,3390168.79577906989
613,741975.75352489331,3389922.84498357819
615,741895.65806590894,3389657.56232976960
616,741803.90896109131,3389511.17099269293
618,741731.06423452881,3389584.91301743221
619,741596.05282095459,3389370.59937810944
620,741733.02228303137,3389614.14045476960
621,741448.91697704175,3389415.91318019293
622,741714.81810008863,3389598.13990545319
623,741718.80743928137,3389634.24987045955
624,741705.46824657300,3389615.44019842194
625,741708.95819611731,3389606.09636704158
626,741710.98948680738,3389612.97889471101
627,741756.44305939856,3390156.64292669343
628,741677.45801301184,3390182.47017685603
629,741751.24453238037,3390174.36966212653
631,741746.47341421631,3390172.76174179744
632,741753.86448680738,3390174.42844915437
633,741748.40578726318,3390174.13928492926
634,741816.97841909912,3390165.00546534918
635,741849.98903921631,3390310.16276820563
636,741793.74013784912,3389964.70250717830
637,741737.73598745849,3389979.20502996491
638,741922.28921011474,3390076.48370631598
639,741819.14028433349,3390147.04343938874
640,741677.12079377356,3390090.91012843512
641,741728.21202098706,3390149.58905299567
642,741668.19240835693,3390137.82027451228
643,741737.02728791418,3390000.70134751033
644,741682.03180451575,3390143.80066188239
645,741738.90013133863,3390160.08463811921
646,741672.52037059644,3390168.68503077887
647,741748.85415152099,3390144.88234726619
648,741742.71283478918,3390165.33983627986
649,741733.49367788818,3390147.87316147517
650,741736.13942984131,3390166.10965236090
651,741731.22768667724,3390161.16344467830
652,741734.65497346106,3390164.24205795955
653,741731.60789501050,3390163.67344427155
654,741704.05385855224,3390164.97310654353
655,741736.66555288818,3390162.36914332770
656,741742.35854605224,3390171.41865301179
657,741480.01251740637,3390152.94616969489
658,741455.93286652747,3390145.65285507869
659,741489.50309764722,3390128.89529689215
660,741486.17442333081,3390150.99965683650
661,741477.70512401441,3390148.39195013093
662,741485.44515493896,3390154.56859604549
663,741487.77354442456,3390147.78369410895
664,741580.72793081787,3390142.36285670660
665,741488.06512971106,3390154.71071640681
666,741492.75838736084,3390139.64077011775
667,741492.22209178784,3390124.53687810944
668,741603.02100129309,3390151.61766831111
669,741534.28237417724,3390119.22584295319
670,741608.41718049231,3390154.40678167390
671,741493.38875845459,3390130.98321803473
672,741488.20079051831,3390138.28799708746
673,741486.11216747144,3390133.98886378668
674,741481.56529247144,3390113.37476873444
675,741485.83099885168,3390127.56188217830
676,741480.41905223706,3390135.02833318757
677,741485.04946402099,3390142.63640610408
678,741479.86684683349,3390140.01885239314
679,741484.78943391028,3390115.69829575252
680,741476.27799999097,3390144.02419296931
681,741427.96765656653,3390126.68236557674
682,741432.95249950269,3390118.95606756257
683,741472.16836050537,3390142.43125677155
684,741463.88658153394,3390141.74537420319
685,741434.95787059644,3390117.25003322028
686,741392.78282176831,3390137.06732448004
687,741446.96869416418,3390145.95229355525
688,741462.42299917724,3390138.71088933991
689,741404.00787873450,3390114.13858302496
690,741466.39203400793,3390136.88210312556
691,741492.49329133215,3390103.11378240632
692,741475.05442821363,3390111.64450343512
693,741428.36884064856,3390118.85332504939
694,741434.47329214599,3390128.66259018611
695,741459.33449820068,3390120.88119777106
696,741460.38747671631,3390064.37261215877
697,741436.91140249756,3390098.28284978913
698,741460.59552521887,3390084.30522934627
699,741439.97904979566,3390116.77906560944
700,741441.37531037512,3390093.96365626715
701,741450.66754670325,3390098.42434962653
702,741438.78139761474,3390092.73835516023
703,741446.80768342200,3390114.34699773835
704,741443.50041210034,3390096.92947657965
705,741407.13342805090,3390091.36243963288
706,741424.42137157300,3390070.73760239314
707,741435.39060985425,3390088.07636785554
708,741414.96191926184,3390102.54399887752
709,741432.83826203528,3390094.77290105866
710,741425.66577668372,3390102.53360255621
711,741432.98419709387,3390088.52261622809
712,741418.45186880615,3390093.19998439215
713,741430.15588898840,3390088.12558253668
714,741413.40997834387,3390084.41543849371
715,741422.66587840894,3390081.20405340241
716,741426.93172720459,3390085.88538885163
717,741417.99363719800,3390084.43486801814
718,741424.50966909912,3390086.49826320074
719,741421.06675731519,3390084.08668279694
720,741414.09741730872,3390092.35212469148
721,741411.94639598706,3390081.71442937898
722,741410.34715282300,3390094.01915756892
723,741408.39404816809,3390084.05317449616
724,741407.59672557691,3390109.54979721736
725,741380.60539256909,3390105.27646144293
726,741405.46118683997,3390107.66743230866
727,741765.21771760168,3389940.54920721101
728,741681.86629751709,3390064.33466863679
729,741678.17000845459,3389935.76179266023
730,741739.30398062256,3389968.23355372809
731,741745.41701773193,3390103.61510483455
732,741743.05426545325,3389966.90007797908
733,741738.54344188550,3389972.55242172908
734,741800.04828400793,3389936.49454005621
735,741741.47036245849,3389997.63256088924
736,741746.74738068762,3389957.39432032965
737,741764.99921174231,3389921.03315496491
738,741777.18243928137,3389913.63530747127
739,741848.29209911206,3389878.87684392976
740,741759.57098908606,3389969.77231105231
741,741762.19200145581,3389900.29176092194
742,741757.08799754956,3389865.24041001033
743,741782.93264273193,3389929.94034083746
744,741767.19220490637,3389910.99325831793
745,741788.69362906006,3389916.64517482184
746,741812.88841258863,3389889.50550603913
747,741738.86228954175,3389898.60104640387
